tab,src_row,matched_id,stump_title,new_title,new_body,tier,codes_raw,codes_resolved,codes_unknown
Product Knowledge — Timing Belt,8,a3ce30ca-2f6b-474d-a04b-8c926a618914,"Always replace water pump, tensioner, and idler pulleys at the same time as the timing belt — labor access is identical and these are matched-life wear components. Replacing the belt alone and skippin","Always replace water pump, tensioner, and idler pulleys at the same time as the timing belt — labor access is identical ","Belt + water pump + tensioner + idlers — all done together, one labor charge.",generic,TMB-039 WTP-040 IDP-041,TMB-039 WTP-040 IDP-041,
Product Knowledge — Timing Belt,9,aa0ce3f2-c8ed-4c97-b76c-613efff91fbf,"EVs and hybrids that use Atkinson-cycle gas engines (Toyota Prius, Camry Hybrid, RAV4 Hybrid, Honda Accord Hybrid, Mazda CX-90 PHEV, etc.) all use timing chains — meaning timing belt service does NOT","EVs and hybrids that use Atkinson-cycle gas engines (Toyota Prius, Camry Hybrid, RAV4 Hybrid, Honda Accord Hybrid, Mazda",Your hybrid has a chain — no timing belt service.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,14,,,"Most modern Ford and Lincoln engines have moved to timing chains — Coyote 5.0L V8, EcoBoost 2.3L/2.7L/3.5L, the new 3.0L",Most newer Fords have chains.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,15,,,"The 2.0L EcoBoost (2013–2018, in Escape, Fusion, Edge, Explorer, Focus ST) uses a timing belt that runs in oil ('wet bel",Your engine's belt — let's replace it earlier than the book says.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,16,,,"The 1.0L EcoBoost three-cylinder (Fiesta, Focus) and 1.5L/1.6L EcoBoost (Escape, Fusion, MKZ, Fiesta ST) all use wet tim",Your EcoBoost has the wet-belt design.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,17,,,"Older Ford applications with traditional timing belts (Escort ZX2, pre-2008 Focus, pre-2010 Ranger 2.3L) are interferenc",Older Ford — belt failure means engine damage.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,18,,,"The 6.7L Power Stroke diesel (F-250, F-350, F-450, F-550) uses a timing chain, not a belt — eliminating timing belt serv",Your Power Stroke has a chain — no belt service.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,19,,,"Mach-E, F-150 Lightning, and Ford EVs don't have timing belts since electric motors don't require valve timing.",(first sentence of the fact),generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,20,,,"Ford recommends timing belt replacement on wet-belt applications at 100,000–150,000 miles — but real-world failures ofte",OEM says 100K — we say 60-80K.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,21,,,Ford service bulletins on the 2.0L EcoBoost wet belt have led to extended warranties and class-action lawsuits in some m,Ford has acknowledged this issue — that's why we recommend early replacement.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,22,,,"When replacing a timing belt on any Ford application, water pump, tensioner, and idler pulleys should be replaced simult",All four parts together — one labor charge.,generic,TMB-039 WTP-040 IDP-041,TMB-039 WTP-040 IDP-041,
Product Knowledge — Timing Belt,23,,,Wet-belt service on Ford EcoBoost requires specific oil and engine cleaning procedures since debris from belt wear conta,Wet-belt service is more involved than a regular timing belt.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,26,,,"Most modern GM engines use timing chains — LS/LT V8 family, Ecotec 2.0L turbo, the new 3.0L Duramax inline-six diesel, t",Most newer GMs have chains.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,27,,,"The 1.4L turbo (Cruze, Sonic, Trax, Encore, Buick Verano) has had timing chain stretch issues — a chain problem, not a b",Your engine has a chain — different issue.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,28,,,"Older GM applications with timing belts (3.0L Cadillac CTS V6, some legacy Saturn, Daewoo-derived 1.5L/1.6L) are largely",skip — minimal exposure.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,29,,,"The 6.6L Duramax diesel (Silverado HD, Sierra HD) uses timing gears — not a belt or chain — essentially maintenance-free",Duramax has gears — no service needed.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,30,,,"The Corvette (C5, C6, C7, C8) and all LS/LT V8 applications use timing chains.",Corvette has a chain.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,31,,,"GM's Hummer EV, Silverado EV, Lyriq, Bolt EV, and Bolt EUV don't have timing belts since electric motors don't require v",(first sentence of the fact),generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,32,,,The Saab 9-3 and 9-5 (when GM owned Saab) used timing chains on most engines — with some legacy applications using belts,skip — minimal exposure.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,33,,,"GM's recent 1.2L and 1.3L turbo three-cylinder engines (Trailblazer, Encore GX, some international markets) use timing c",Your turbo three has a chain.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,34,,,ACDelco offers timing chain kits and tensioners as service parts but largely doesn't carry timing belt kits — they're no,"ACDelco does chains, not belts.",zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,35,,,"For older GM vehicles still requiring timing belt service, ACDelco and aftermarket suppliers (Gates, Continental, Dayco)",Aftermarket covers older GM belt jobs.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,38,,,"Most modern Toyota and Lexus engines use timing chains — 2.5L Dynamic Force, 3.5L V6 (2GR-FKS), V35A 3.5L twin-turbo V6,",Most newer Toyotas have chains.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,39,,,"The legacy 1MZ-FE 3.0L V6 (Camry, Avalon, Solara, ES300, RX300, Sienna, Highlander) used a timing belt with 90,000-mile ",Older Camry/Avalon — needs the timing belt service.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,40,,,"The 2GR-FE 3.5L V6 (Camry, Avalon, RAV4, Highlander, Sienna, ES350, RX350, Venza, IS350) used a timing chain when it rep",Newer V6 has a chain.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,41,,,"The 2AZ-FE 2.4L four-cylinder (Camry, RAV4, Solara, Scion tC, Highlander) uses a timing chain, not a belt.",Your four-cylinder has a chain.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,42,,,"The 4Runner 4.0L V6 (1GR-FE) and 5.7L V8 (3UR-FE — legacy Tundra, Sequoia, Land Cruiser, Lexus LX) both use timing chain",Truck has a chain.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,43,,,The Tacoma 4.0L V6 and the legacy Tacoma 2.7L four-cylinder (2TR-FE) both use timing chains.,Tacoma has a chain.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,44,,,"Toyota's hybrid system (Prius, Camry Hybrid, RAV4 Hybrid, Highlander Hybrid) uses Atkinson-cycle engines with timing cha",Hybrid has a chain.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,45,,,The bZ4X EV doesn't have a timing belt or chain.,(first sentence of the fact),generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,46,,,"For legacy Toyota and Lexus applications still requiring timing belt service (especially the 1MZ V6), the timing belt se","Full service is typically $700-$1,200.",zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,47,,,The 1MZ-FE is technically a non-interference engine — meaning belt failure typically doesn't cause valve damage.,"Belt failure won't destroy the engine, but you'll be stranded.",zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,50,,,"Most modern Honda and Acura engines use timing chains — K-series (K20A, K24A, K20C), L15B7 1.5L turbo (Civic, CR-V, Acco",Most newer Hondas have chains.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,51,,,"The legacy J-series V6 (J35A in Pilot, Odyssey, Ridgeline, MDX through 2017; J37 in Acura RL, TL, MDX, RLX) used timing ",Older Pilot/Odyssey — needs timing belt at 105K.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,52,,,"The newer J35Y6 V6 (2018+ Pilot, Passport, Odyssey, Ridgeline, MDX) uses a timing belt with 100,000-mile intervals — mea",Your V6 still uses a belt — even on current models.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,53,,,"All J-series Honda V6 engines are interference designs — belt failure causes catastrophic engine damage, making timing b",Belt failure means a new engine — this is critical.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,54,,,"The legacy F-series 2.2L/2.3L four-cylinder (Accord 1990s–early 2000s, Prelude) used timing belts with 90,000-mile inter",Older Accord — needs timing belt service.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,55,,,"The legacy D-series and B-series four-cylinders (Civic, Integra) used timing belts — many of these vehicles are still in",Older Civic/Integra — timing belt.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,56,,,The 2.4L K-series and all current Honda four-cylinders use timing chains.,K-series has a chain.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,57,,,The Acura NSX (1991–2005) used a timing belt with specific service procedures; the 2017–2022 NSX used a chain.,skip.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,58,,,"Honda recommends J-series timing belt replacement at 100,000–105,000 miles or 7 years, whichever comes first; the water ",Belt + water pump at 100K — same job.,generic,TMB-039 WTP-040,TMB-039 WTP-040,
Product Knowledge — Timing Belt,59,,,The Honda Prologue EV and Acura ZDX EV don't have timing belts — built on GM's Ultium platform.,(first sentence of the fact),generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,62,,,"Most modern Stellantis engines use timing chains — Pentastar 3.6L V6, 5.7L/6.4L HEMI V8, 2.0L turbo (Wrangler, Cherokee,",Most newer Mopars have chains.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,63,,,"The legacy 3.7L PowerTech V6 and 4.7L PowerTech V8 (older Jeep, Dodge, Ram applications) use timing chains.",Older Jeep/Ram has a chain.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,64,,,The 3.0L EcoDiesel V6 uses a timing chain for the camshafts and a timing belt for the high-pressure fuel pump — a known ,"EcoDiesel has both — chain for cams, belt for fuel pump.",zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,65,,,The 6.7L Cummins diesel uses timing gears (no belt or chain) — essentially maintenance-free for engine life.,Cummins has gears — no service needed.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,66,,,"The 6.2L supercharged HEMI (Hellcat, Demon, Trackhawk, TRX) uses a timing chain.",Hellcat has a chain.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,67,,,"The 2.4L Tigershark four-cylinder (Compass, Renegade, 200, Dart, Cherokee) uses a timing chain.",Tigershark has a chain.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,68,,,"The 1.4L MultiAir turbo (Dart, 200, Renegade, 500 Abarth) uses a timing belt with a 60,000–100,000 mile replacement inte",Your turbo has a belt — needs service.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,69,,,"Older Chrysler/Dodge applications (2.7L LH V6, 3.5L LH V6, Mitsubishi-derived V6s) used timing belts — many are out of r",skip — minimal exposure.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,70,,,"The Charger Daytona EV, Wagoneer EV (upcoming), and other Stellantis EVs don't have timing belts.",(first sentence of the fact),generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,71,,,The Pacifica Hybrid (PHEV) uses the Pentastar V6 with a timing chain.,Pacifica Hybrid has a chain.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,74,,,"The legacy EJ-series boxer engines (EJ20, EJ22, EJ25 — used in Impreza, Forester, Outback, Legacy, WRX, STI through ~201",Older Subaru — needs timing belt service.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,75,,,"The current FA and FB boxer engines (FB20, FB25, FA20DIT, FA20F, FA24D, FA24F) all use timing chains — eliminating timin",Newer Subaru has a chain.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,76,,,"The FA24D in the BRZ (and Toyota GR86) and the FB25 in the current Outback, Forester, Ascent, and Legacy all use timing ",Current Subaru has a chain.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,77,,,The Solterra EV doesn't have a timing belt or chain.,(first sentence of the fact),generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,78,,,"For legacy EJ-series Subarus still in service, the timing belt service is a significant job — the boxer engine layout ma",Boxer engine — bigger job than a regular timing belt.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,79,,,"The EJ-series timing belt service should always include water pump, tensioner, idler pulleys, and crankshaft seal — tota","Full service is typically $800-$1,500.",zero,TMB-039 WTP-040 IDP-041,TMB-039 WTP-040 IDP-041,
Product Knowledge — Timing Belt,80,,,EJ-series engines are interference designs — meaning belt failure causes valve damage — making timing belt service genui,Belt failure means a new engine.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,81,,,The legacy STI's EJ257 (turbocharged 2.5L) used a timing belt; many are still in enthusiast service and require regular ,"STI — drive it hard, replace the belt sooner.",zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,82,,,Subaru's flat-four boxer layout means the timing belt drives both cylinder heads' camshafts plus accessories like the oi,skip — operational detail.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,83,,,Subaru has fully transitioned to timing chains for new production — but the existing fleet of EJ-series Subarus on the r,(first sentence of the fact),generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,86,,,"Most modern Hyundai/Kia/Genesis engines use timing chains — Smartstream 2.5L, Theta II 2.0L/2.4L, Lambda V6 (3.3L, 3.5L,",Most newer Hyundais have chains.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,87,,,"The legacy Beta II 2.0L/2.4L four-cylinder (older Elantra, Tucson, Sportage, Optima) used timing belts — most are out of",skip — minimal exposure.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,88,,,"The legacy Sigma V6 (Sonata, Optima, Tiburon V6) used timing belts — mostly out of regular service.",skip.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,89,,,"The Mu V6 3.8L (legacy Genesis Coupe, Veracruz) used a timing chain.",(first sentence of the fact),zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,90,,,"The 3.5L twin-turbo V6 (Genesis G80, GV80, Hyundai Palisade Calligraphy) uses timing chains with specific service proced",Genesis has a chain.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,91,,,"The N performance lineup (Elantra N, Kona N legacy, Sonata N Line, Ioniq 5 N) uses timing chains across the board.",N has a chain.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,92,,,"Hybrid models (Tucson Hybrid, Sportage Hybrid, Sorento Hybrid, Niro Hybrid) use the Smartstream 1.6L turbo with timing c",Hybrid has a chain.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,93,,,"The Ioniq 5, Ioniq 6, EV6, EV9, and Genesis EVs don't have timing belts.",(first sentence of the fact),generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,94,,,"The 10-year/100,000-mile powertrain warranty covers timing chain failures (a defect, not wear) but not timing belts (a w","Chain defects covered, belt service is wear.",generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,95,,,Hyundai/Kia's transition to timing chains across the lineup means timing belt service is rapidly fading from the dealer ,Newer Hyundais don't need this service.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,98,,,"Most modern Nissan/Infiniti engines use timing chains — VQ35 V6, VR30DDTT twin-turbo V6, legacy VK56 V8 (Titan, Armada l",Most newer Nissans have chains.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,99,,,The GT-R's VR38DETT twin-turbo V6 uses a timing chain — with specific service procedures.,GT-R has a chain.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,100,,,"The legacy KA24 (Hardbody pickup, 240SX) and SR20 (Sentra SE-R, 200SX) used timing chains.",skip.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,101,,,"Older Nissan applications with timing belts (VG30E V6 in 300ZX, Pathfinder, Maxima, D21 pickup; Z24/Z22 four-cylinder) a",skip.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,102,,,"The legacy VG-series V6 (200SX, Pathfinder, Maxima 1980s–1990s, 300ZX) used timing belts with 60,000–105,000 mile interv",skip.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,103,,,The VQ35 V6 (used across the Nissan/Infiniti lineup from 2002 onward) uses a timing chain — eliminating timing belt serv,VQ35 has a chain.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,104,,,"The 3.5L V6 in older Maxima, Murano, Pathfinder, Quest, 350Z, and 370Z all use timing chains.",V6 has a chain.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,105,,,The Leaf and Ariya EVs don't have timing belts.,(first sentence of the fact),generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,106,,,Frontier and Titan applications with the current 3.8L V6 and legacy 4.0L V6 use timing chains.,Truck has a chain.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,107,,,"Nissan e-POWER (gas-engine series-hybrid, popular internationally) uses a timing chain on the small gasoline engine that",skip.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,110,,,"Most modern Mazda engines use timing chains — SkyActiv-G 2.0L, 2.5L, 2.5L turbo, SkyActiv-D 2.2L diesel, the new SkyActi",Most newer Mazdas have chains.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,111,,,"The legacy MZR 2.0L and 2.3L (Mazda3, Mazda6, CX-7, MX-5 NC) used timing chains.",MZR Mazda has a chain.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,112,,,"The legacy K-series V6 (Millenia, MPV, Tribute V6) and L-series four-cylinders used timing chains for most applications.",skip — limited exposure.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,113,,,"Older Mazda applications with timing belts (B6 1.6L in early Miata, BP 1.8L in Miata NA/NB, FE3 2.2L in B-series pickup)",skip — limited exposure.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,114,,,"The MX-5 Miata NA (1990–1997) and NB (1999–2005) used timing belts with 60,000–90,000 mile replacement intervals — relev",Classic Miata — needs timing belt.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,115,,,"The current MX-5 (ND, 2016+) uses a timing chain on the SkyActiv-G 2.0L.",Current Miata has a chain.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,116,,,The CX-90 PHEV uses the SkyActiv-G 2.5L with a timing chain.,CX-90 PHEV has a chain.,generic,TMB-039 CX-90,TMB-039,CX-90
Product Knowledge — Timing Belt,117,,,The MX-30 EV doesn't have a timing belt.,(first sentence of the fact),generic,TMB-039 MX-30,TMB-039,MX-30
Product Knowledge — Timing Belt,118,,,"The Wankel rotary engines (RX-7, RX-8) don't use timing belts or chains since rotary engines don't have valves — they us",skip — niche.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,119,,,Mazda's transition to timing chains across the lineup means timing belt service is largely a legacy concern — for shops ,Newer Mazdas don't need this service.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,122,,,"Most modern Mercedes engines use timing chains — M254/M256 inline-four and inline-six, M177/178 V8 biturbo, M139 turbo-f",Most newer Mercedes have chains.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,123,,,"The legacy M271 1.8L supercharged four-cylinder (C-Class, SLK, E-Class through 2014) used a timing chain — known for str",M271 has a chain — different issue.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,124,,,"The legacy OM651 2.1L diesel (E-Class, GLK, Sprinter) used a timing chain.",Mercedes diesel has a chain.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,125,,,Older Mercedes applications with timing belts (M111 1.8L/2.3L through early 2000s; some V6/V8 applications) are largely ,skip.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,126,,,"The OM602 and OM603 inline-five and inline-six diesels (legacy 300D, E300 Diesel, Sprinter) used timing chains.",skip.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,127,,,"The M104 inline-six (legacy E320, S320, SL320 1990s) used timing chains.",skip.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,128,,,The Mercedes-AMG One hypercar uses a Formula 1-derived powertrain with specialized timing gear arrangements.,skip.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,129,,,"The EQS, EQE, EQB, EQS SUV, and other Mercedes EVs don't have timing belts.",(first sentence of the fact),generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,130,,,Mercedes' transition to timing chains has been complete for many years — chain stretch issues on M271 and M272/M273 V6/V,Mercedes does chains — and chains have their own issues.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,131,,,Mercedes' diesel lineup (legacy CDI engines) used timing chains across the modern era — eliminating timing belt service ,Mercedes diesel — chain for two decades.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,134,,,"Most BMW engines for over 20 years have used timing chains — M50/M52/M54 inline-six (legacy 3 Series, 5 Series), N52, N5",BMW has used chains for 20+ years.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,135,,,BMW's transition away from timing belts happened earlier than most automakers — meaning even early-2000s BMWs largely us,Even older BMWs have chains.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,136,,,"The legacy M40, M42, and M44 four-cylinder engines (1990s 318i, Z3) used timing chains.",skip.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,137,,,"The M70/M73 V12 (legacy 750iL, 850i) used timing chains.",skip.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,138,,,"The Mini Cooper (R-series, 2007–2013) used Peugeot/PSA-derived 1.6L engines with timing chains that had widely reported ",Older Mini has a chain — different issue.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,139,,,The current MINI Cooper (F-series and beyond) uses BMW-derived engines with timing chains.,Current Mini has a chain.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,140,,,"BMW M Performance and M models (M2, M3, M4, M5, M8, X3 M, X5 M, X6 M) use timing chains.",M has a chain.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,141,,,"The i4, iX, i5, i7, iX3, and other BMW EVs don't have timing belts.",(first sentence of the fact),generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,142,,,BMW's timing chain failures (especially N20 2.0L turbo 2012–2016 and N52 inline-six on some applications) have been more,Some BMWs have chain issues — different problem than belt.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,143,,,The Rolls-Royce models (under BMW Group) use BMW-derived V12 engines with timing chains.,skip.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,146,,,The EA888 2.0L turbo (used across many VW and Audi applications) and the EA839 3.0L turbo V6 use timing chains.,Most newer VWs/Audis have chains.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,147,,,"The legacy 1.8T and 2.0T (early A4, A6, Passat, Jetta, Golf, GTI) used timing belts with 105,000-mile replacement interv",Older VW/Audi turbo — needs timing belt.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,148,,,"The VR6 engine (Golf, Jetta, GTI, Passat, R32) used timing chains throughout its production.",VR6 has a chain.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,149,,,"Audi's W12 (A8, S8 some markets, Bentley Continental, VW Phaeton) used timing chains.",skip.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,150,,,"The legacy TDI diesels (1.9L, 2.0L through ~2014) used timing belts with 100,000–120,000 mile replacement intervals — fa",Older TDI — timing belt is critical.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,151,,,"The newer EA288 TDI uses a timing belt that runs in oil ('wet belt') — similar to the Ford EcoBoost wet-belt issue, with",Wet-belt design — replace earlier than the manual says.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,152,,,"The Audi 4.2L V8 (legacy A8, S4, RS4) used a timing chain — at the back of the engine, requiring engine removal for serv",Audi V8 — big job when it needs work.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,153,,,"The current 2.5L turbo five-cylinder (Audi RS3, RS Q3, TT RS) uses a timing chain.",RS has a chain.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,154,,,"The ID.4, ID.Buzz, Audi Q4 e-tron, Q6 e-tron, Q8 e-tron, e-tron GT, and other VW/Audi EVs don't have timing belts.",(first sentence of the fact),generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,155,,,"Legacy VW/Audi 1.8T timing belt service is one of the most common timing belt jobs at independent shops — water pump, te","Full service is typically $800-$1,500.",generic,TMB-039 WTP-040 IDP-041,TMB-039 WTP-040 IDP-041,
Product Knowledge — Timing Belt,160,,,OE supplier credibility on legacy applications — Gates is the original equipment timing belt supplier for many Honda J-s,Same belt that came with your engine.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,161,,,PowerGrip and PowerGrip Premium tiers — Gates offers tiered timing belt options including PowerGrip (OE-equivalent) and ,Two Gates options — let's match yours.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,162,,,"Complete kit availability — Gates is one of the few brands offering complete timing belt service kits with belt, water p",Gates kit has everything in one box.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,163,,,Validated tooth profile and HNBR cord construction — Gates timing belts use HNBR (hydrogenated nitrile butadiene rubber),Premium materials — built to last 100K+ miles.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,164,,,"Industry-leading warranty on premium kits — Gates' premium PowerGrip kits often carry warranties up to 4 years/48,000 mi",Gates warranty for 4 years.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,167,,,OE supplier to Stellantis EcoDiesel and several other applications — Dayco supplies OE timing components for many Stella,Dayco makes the original belt for your engine.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,168,,,Heavy-duty diesel timing belt validation — Dayco's timing belts are extensively validated for diesel applications (legac,Built for diesel demands.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,169,,,"Comprehensive timing kit coverage — Dayco offers complete timing belt kits with belt, water pump, tensioner, and idlers ",Dayco has kits for the major belt jobs.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,170,,,HSN (high stress) belt construction for performance applications — Dayco's HSN line uses upgraded materials and construc,skip — niche.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,171,,,Strong aftermarket distribution — Dayco's North American distribution network covers virtually every parts retailer and ,skip.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,174,,,"OE supplier to virtually all German timing belt applications — Continental is the OE supplier for legacy VW/Audi 1.8T, 2",Same belt that came with your German car.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,175,,,Engineered for 'wet belt' applications — Continental developed timing belt technology specifically for oil-immersed (wet,Continental built for wet belt designs.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,176,,,"Tighter manufacturing tolerances for European NVH — German automakers have strict NVH specs, and Continental timing belt",Built quieter for German cars.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,177,,,"Complete CT timing belt kits — Continental's CT line offers complete service kits with everything needed (belt, water pu",Continental kit has everything.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,178,,,R&D investment for new wet-belt technology — Continental's significant R&D budget funds advanced compound development in,skip.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,181,,,OE supplier to Honda J-series V6 timing belts — Bando is the primary OE supplier for many Honda J-series V6 applications,Same belt that came with your Pilot/Odyssey.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,182,,,"Validated for Honda's 105,000-mile interval — Honda's recommendation of 105,000-mile timing belt replacement on J-series",Built to go 105K like Honda recommends.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,183,,,HNBR construction with aramid cords — Bando's timing belts use HNBR rubber compound and aramid tensile cords (Kevlar-fam,Premium materials — built to last.,zero,TMB-039,TMB-039,
